Model,Band_Selection,N_Bands,OA,AA,Kappa
SVM,PCA Loadings,12,0.8985,0.904,0.89
SVM,Mutual Information,12,0.7764,0.7864,0.7579
SVM,K-Means Clustering,12,0.9446,0.9519,0.94
SVM,Laplacian Score,12,0.8646,0.8773,0.8534
SVM,Genetic Algorithm,12,0.9713,0.9744,0.9689
SVM,QPSO,12,0.9754,0.9779,0.9733
SVM,Quantum Amplitude (Qiskit),12,0.9046,0.9177,0.8967
Random Forest,PCA Loadings,12,0.8892,0.8989,0.88
Random Forest,Mutual Information,12,0.7426,0.7523,0.7212
Random Forest,K-Means,12,0.9231,0.9341,0.9167
Random Forest,Laplacian Score,12,0.8297,0.8414,0.8156
Random Forest,Genetic Algorithm,12,0.9292,0.9386,0.9234
Random Forest,QPSO,12,0.9395,0.9468,0.9345
Random Forest,Quantum (Qiskit),12,0.8677,0.8785,0.8567
XGBoost,PCA Loadings,12,0.8974,0.9049,0.8889
XGBoost,Mutual Information,12,0.7374,0.7454,0.7156
XGBoost,K-Means,12,0.9272,0.9367,0.9211
XGBoost,Laplacian Score,12,0.8451,0.857,0.8322
XGBoost,Genetic Algorithm,12,0.9323,0.9388,0.9267
XGBoost,QPSO,12,0.9374,0.9446,0.9322
XGBoost,Quantum (Qiskit),12,0.8749,0.8857,0.8645
LightGBM,PCA Loadings,12,0.8872,0.8961,0.8778
LightGBM,Mutual Information,12,0.7344,0.7464,0.7123
LightGBM,K-Means,12,0.9313,0.9425,0.9256
LightGBM,Laplacian Score,12,0.8256,0.8361,0.811
LightGBM,Genetic Algorithm,12,0.9374,0.9421,0.9322
LightGBM,QPSO,12,0.9395,0.9417,0.9345
LightGBM,Quantum (Qiskit),12,0.8738,0.8833,0.8634
KNN,PCA Loadings,12,0.8605,0.871,0.849
KNN,Mutual Information,12,0.7272,0.7376,0.7045
KNN,K-Means,12,0.9241,0.9356,0.9178
KNN,Laplacian Score,12,0.8236,0.8394,0.809
KNN,Genetic Algorithm,12,0.9323,0.9422,0.9267
KNN,QPSO,12,0.9426,0.9499,0.9378
KNN,Quantum (Qiskit),12,0.8472,0.8604,0.8345


Model,Band_Selection,N_Bands,OA,AA,Kappa
KNN,PCA Loadings,12,0.8605,0.871,0.849
KNN,Mutual Information,12,0.7272,0.7376,0.7045
KNN,K-Means,12,0.9241,0.9356,0.9178
KNN,Laplacian Score,12,0.8236,0.8394,0.809
KNN,Genetic Algorithm,12,0.9323,0.9422,0.9267
KNN,QPSO,12,0.9426,0.9499,0.9378
KNN,Quantum (Qiskit),12,0.8472,0.8604,0.8345


Model,Band_Selection,N_Bands,OA,AA,Kappa
LightGBM,PCA Loadings,12,0.8872,0.8961,0.8778
LightGBM,Mutual Information,12,0.7344,0.7464,0.7123
LightGBM,K-Means,12,0.9313,0.9425,0.9256
LightGBM,Laplacian Score,12,0.8256,0.8361,0.811
LightGBM,Genetic Algorithm,12,0.9374,0.9421,0.9322
LightGBM,QPSO,12,0.9395,0.9417,0.9345
LightGBM,Quantum (Qiskit),12,0.8738,0.8833,0.8634


Model,Band_Selection,N_Bands,OA,AA,Kappa
Random Forest,PCA Loadings,12,0.8892,0.8989,0.88
Random Forest,Mutual Information,12,0.7426,0.7523,0.7212
Random Forest,K-Means,12,0.9231,0.9341,0.9167
Random Forest,Laplacian Score,12,0.8297,0.8414,0.8156
Random Forest,Genetic Algorithm,12,0.9292,0.9386,0.9234
Random Forest,QPSO,12,0.9395,0.9468,0.9345
Random Forest,Quantum (Qiskit),12,0.8677,0.8785,0.8567


Model,Band_Selection,N_Bands,OA,AA,Kappa
XGBoost,PCA Loadings,12,0.8974,0.9049,0.8889
XGBoost,Mutual Information,12,0.7374,0.7454,0.7156
XGBoost,K-Means,12,0.9272,0.9367,0.9211
XGBoost,Laplacian Score,12,0.8451,0.857,0.8322
XGBoost,Genetic Algorithm,12,0.9323,0.9388,0.9267
XGBoost,QPSO,12,0.9374,0.9446,0.9322
XGBoost,Quantum (Qiskit),12,0.8749,0.8857,0.8645


0,1,2,3,4,5,6,7,8,9,10,11
-0.49694085,-0.49303105,0.57664126,0.7144663,0.37239605,-0.5487764,-0.72648495,-0.519996,-0.82923335,-0.84893614,-0.5998111,-0.585949
3.8947382,3.5265303,2.0691638,2.4638562,2.2839231,2.422649,2.5010839,2.5976317,2.6779544,2.5956707,2.7830253,2.7470849
0.0022281746,0.035827193,-0.13920291,-0.34413025,0.21341757,0.4767598,0.5945665,0.16198507,0.19227766,0.28724307,0.14223045,0.07216597
-0.016259568,-0.10384869,-0.022534465,0.16064781,0.24180658,0.1086186,-0.05094726,-0.21380042,-0.420629,-0.3800368,-0.22879031,-0.22504723
-0.57761467,-0.31992847,0.3358043,0.40162227,0.24180658,-0.30042717,-0.48629376,-0.506078,-0.33550307,-0.45217517,-0.73075956,-0.6496375
-1.9339428,-1.4922508,-2.0567322,-2.0952113,-2.0766296,-2.0038106,-1.6422138,-1.7726142,-1.6804926,-1.7867349,-1.6037495,-1.5412772
-0.2044984,-0.0011809466,0.6783095,0.81254715,0.68089,-0.25367907,-0.1560309,-0.18596445,-0.3014527,-0.27182928,-0.5779863,-0.71332604
0.1854249,0.2781708,0.67580944,0.48786578,0.70549387,0.46507275,0.35437533,0.32900083,0.39657983,0.46758896,0.27317894,0.11462499
-0.8902255,-0.9848811,-0.2908719,-0.44643867,-0.4735966,-1.1477362,-1.3569868,-1.257649,-0.86328375,-0.9391091,-1.3855021,-1.4775885
-1.0213205,-0.5001939,0.9533137,1.3046423,0.4689187,-0.779595,-1.1918554,-0.9514534,-0.8803089,-0.812867,-1.0144813,-0.9680802
0.4543375,1.1377147,1.0833157,0.9799609,0.8417611,0.76309186,0.5495307,0.6491144,0.73708355,0.75614244,0.53507596,0.66659236
-0.70198673,-0.51332587,-0.06586845,0.13950971,-0.028835362,-0.55169815,-0.89161634,-0.7566017,-0.8122082,-0.9210745,-0.79623383,-0.670867
0.97871715,0.91566586,1.4683216,1.2200898,1.5590569,0.98806703,0.744686,0.7187043,0.7711339,0.774177,0.7314987,0.75151044
-0.3860144,-0.39633238,-1.1892188,-1.1000291,-0.9126801,-0.4319062,0.084160276,0.25941092,-0.080125295,-0.037379578,0.53507596,0.5604448
1.1955279,0.9705812,0.6249754,0.35004526,0.8322981,1.35913,1.4502475,1.2754236,1.0265117,1.0807651,1.2116432,0.96380556
0.1854249,0.081192,0.3033038,0.12936342,0.4859521,0.15536669,0.03912443,0.09239517,-0.046074927,-0.019344985,-0.14149131,-0.118899666
-0.5591269,-0.61599356,-0.30253872,-0.13613124,-0.17267305,-0.46988901,-0.6364132,-0.56174994,-0.7100571,-0.7767978,-0.44703782,-0.5010309
0.5182043,0.8082229,0.56164104,0.3407445,0.46324092,0.844901,0.62459046,0.41250873,0.7711339,0.68400407,0.60055023,0.77273995
4.780469,4.260724,2.0324967,2.2727678,2.4637203,2.9193473,3.2516813,3.3909566,3.5292137,3.4793656,3.8524382,3.6174948
0.29971278,0.16595258,0.39413851,0.2536555,1.0102026,0.2605499,0.11418417,0.09239517,0.2603784,0.08886256,0.1640552,0.11462499
0.087944075,0.065672465,0.062466826,-0.064261675,0.38753685,0.28976744,0.069148324,0.16198507,-0.26740232,-0.48824435,-0.11966656,0.050936457
0.6778711,0.4620177,0.7416438,0.4066954,0.7509163,0.5644125,0.50449485,0.3568368,0.7030332,0.6659695,0.6441997,0.51798576
-0.08180702,0.021501463,0.3774716,0.43628877,0.35536265,0.25178462,-0.20106675,-0.13029252,-0.16525121,-0.28986385,0.18587995,0.49675626
0.11483533,0.29249653,0.13913465,0.31791535,0.24559179,0.46215102,0.35437533,0.48209864,0.090126544,0.10689715,0.2950037,0.19954304
0.7518221,0.21131739,-0.8925476,-0.76012826,-0.6306825,0.28976744,1.1650205,1.3450135,1.5542923,1.5857335,1.4517156,1.4520844
-1.5759528,-1.4886694,-2.0600655,-2.0453253,-2.2677824,-1.9629061,-1.7322855,-1.6751884,-1.612392,-1.5342506,-1.4946258,-1.498818
-0.53391635,-0.6995603,-0.3458727,-0.11161104,0.13392833,-0.61305505,-0.5013057,-0.7426837,-0.77815783,-0.79483235,-0.8835328,-1.0529983
-0.100294754,-0.11339918,-0.32170567,-0.13190362,-0.1007542,0.3598896,0.3393634,0.09239517,-0.063100114,-0.019344985,-0.14149131,-0.118899666
-0.2566002,-0.28530794,-1.3817217,-1.3443856,-1.4104341,-0.19524397,0.62459046,0.7882942,0.9073354,0.97255754,1.0806947,1.0911827
0.8795556,0.37248188,-0.8533804,-0.7457543,-1.1889998,-0.022860399,0.6846382,0.95531005,1.1797383,1.170938,1.3644165,1.1761007
0.013993101,0.06686628,0.33163756,0.44643506,0.36861086,-0.23614854,-0.4562699,-0.4504061,-0.23335195,-0.28986385,-0.46886256,-0.33119482
-0.5675304,-0.60047406,-0.255038,-0.37118703,-0.20106207,-0.6218203,-0.41123405,-0.31122628,-0.76113266,-0.7407286,-0.3160893,-0.30996528
-0.13222814,0.008369541,0.21830252,-0.0118391635,-0.034513168,-0.00825162,-0.110995054,0.217657,-0.029049745,-0.0013103951,0.1204057,-0.1825882
-0.5255128,-0.37126234,0.8124782,0.86666065,0.36861086,-0.46112373,-0.711473,-0.71484774,-0.6419563,-0.54234815,-0.79623383,-0.7982441
2.719926,2.436581,1.7766595,2.145939,1.9678588,2.2035172,2.4260242,2.6950576,2.6098537,2.4513938,2.8484995,2.95938
-0.31038272,-0.4202086,-1.1300513,-1.1702076,-1.2949855,-0.48157603,0.21926782,0.008887283,-0.080125295,-0.09148335,-0.05419231,-0.012752088
-0.4263513,0.14207636,0.5424741,0.7271492,0.31561804,-0.2653661,-0.4562699,-0.35298023,-0.26740232,-0.27182928,-0.66528535,-0.7982441
-0.22298613,-0.35335517,-0.26920488,-0.15473278,-0.2975847,-0.12512185,-0.20106675,-0.1442105,-0.5908808,-0.61448646,-0.2724398,-0.14012918
0.087944075,0.09074249,0.6566425,0.37456548,1.065088,0.20211479,0.12919612,0.37075478,0.2603784,0.14296633,-0.20696557,-0.24627675
7.2880793,7.1915298,3.7183557,4.110092,3.3381019,3.5475247,3.8371472,3.85025,4.022944,3.9302304,4.441706,4.445446
0.58375174,0.26503888,0.2416362,0.10568873,0.38564426,0.713422,0.6696263,0.6491144,0.5327813,0.34134683,0.53507596,0.49675626
-0.40450215,-0.33306038,-0.5100419,-0.26380545,-0.29001433,0.21380182,-0.126007,-0.24163638,-0.26740232,-0.416106,-0.20696557,-0.033981603
-0.48013383,-0.17786497,0.5649744,0.83706737,0.14528394,-0.55169815,-1.011712,-0.71484774,-0.76113266,-0.7767978,-0.81805855,-0.5222604
0.11147392,0.41426525,0.4008053,0.514077,0.31183282,-0.05499971,-0.1560309,-0.046784643,-0.26740232,-0.34396762,-0.07601706,-0.16135868
-1.2330891,-1.4337541,-1.9333968,-1.983602,-2.193971,-1.6239824,-1.296939,-1.3550748,-1.4591652,-1.516216,-1.1454298,-0.8831622
-0.5154286,-0.50258154,-0.020867774,0.18939564,0.15663953,-0.32672295,-0.20106675,-0.24163638,-0.38657862,-0.45217517,-0.46886256,-0.47980142
-0.5288742,-0.25546268,0.41997224,0.581719,-0.0004463462,-0.4640455,-0.5763655,-0.3808162,-0.65898156,-0.722694,-0.77440906,-0.7982441
-0.0011332332,-0.1384692,-0.123369336,0.02536391,0.24180658,0.3131415,0.32435143,0.30116487,0.41360503,0.3954506,0.2950037,0.4542972
0.34341106,0.24355029,0.19330214,0.056648314,0.17367294,0.77185714,0.6846382,0.7047863,0.44765538,0.6118657,0.9060967,0.90011704
0.087944075,-0.13130634,0.21580248,0.04142887,0.01090926,0.00051364605,0.2793156,-0.10245656,-0.063100114,-0.12755252,-0.20696557,-0.033981603
1.3232614,1.0052017,1.3866537,1.2716668,1.487138,0.67836094,0.5945665,0.7047863,0.5327813,0.5938311,0.53507596,0.15708402
-1.466707,-1.8790456,-2.685075,-2.7242815,-2.8980186,-2.20249,-1.5821661,-1.6195165,-1.8337193,-1.8047695,-1.3855021,-1.4351295
1.9787358,1.5865875,1.1183162,0.738141,1.0329138,1.7506452,2.0207016,1.9434867,2.1161234,1.9464254,1.7572621,1.7492976
0.98880136,0.6792913,1.1499834,1.1160903,1.3849376,0.7046567,0.29432753,0.56560653,0.34550428,0.3954506,0.62237495,0.5604448
-0.23138966,-0.25068745,-0.44254085,-0.3492034,-0.1007542,0.15536669,0.2793156,-0.060702622,-0.080125295,-0.10951794,-0.22879031,-0.14012918
1.67789,1.3848335,0.90831304,0.6544341,0.633575,1.6337749,1.7955223,1.8599788,1.9628967,2.144806,1.5171899,1.6856091
0.38542867,0.2638451,0.63414216,0.4168417,0.49730772,0.2605499,-0.126007,-0.01894868,0.29442874,0.28724307,0.09858094,0.2632316
-0.6347586,-0.69000983,0.077467054,0.12851788,0.052546483,-0.7766733,-0.87660444,-0.78443766,-0.82923335,-0.9391091,-0.14149131,0.2632316
-0.3927372,-0.24949363,0.5516409,0.58510107,0.5711192,-0.41437566,-0.5613535,-0.43648812,-0.48872972,-0.5784173,-0.16331606,-0.14012918
-0.93056244,-1.0099511,-0.48254144,-0.6417548,-0.35625535,-0.8672477,-1.1618315,-0.85402757,-0.9313845,-0.9751783,-0.9053576,-0.69209653
0.445934,-0.042964328,-0.064201765,-0.18770823,0.39510727,0.40663764,0.23427977,0.28724688,0.12417691,0.052793376,0.36047795,0.19954304
0.6711483,0.80225384,1.4558214,1.0856514,1.093477,0.7221872,0.5945665,0.30116487,0.51575613,0.5036581,0.4696017,0.2844611
-0.6011445,-0.18383402,0.70497656,0.76773435,0.6032934,-0.27413136,-0.54634154,-0.6035039,-0.5398053,-0.722694,-0.66528535,-0.7982441
-1.3238472,-1.7035553,-2.260902,-2.2744625,-2.36052,-2.097307,-1.7623094,-1.8282862,-1.527266,-1.5703199,-1.8001722,-1.9021789
1.2694789,0.9837131,0.7249769,0.52168673,0.90043175,1.5548875,2.2308688,1.5398653,1.7245442,1.6398374,2.193757,2.216347
0.28290573,0.68406653,0.7799777,1.0061722,0.6260046,0.71050024,0.29432753,0.53777057,0.5327813,0.52169275,0.4696017,0.32692012
0.6509799,0.6589965,0.39497188,0.15811124,0.6979234,1.0114411,1.1800325,1.4424393,0.9924613,0.97255754,1.3425918,1.0274941
-1.3238472,-1.6020814,-2.184234,-2.1890645,-2.2526417,-2.0301065,-1.8373692,-1.8561221,-1.6804926,-1.6965619,-1.3855021,-1.286523
0.024077324,-0.15160114,-0.41254038,-0.54790163,-0.21620287,0.16413195,0.444447,0.32900083,0.41360503,0.19707009,0.2077047,0.2632316
0.65266055,0.8535877,0.42163894,0.6282228,0.7017087,1.5636528,1.5102954,1.2475877,1.3159398,1.2611109,1.146169,1.3034778
0.4560182,0.85716915,0.42580566,0.61976755,0.56544137,1.335756,1.0599369,1.1362438,1.0265117,0.9364884,1.146169,1.3247073
-1.421328,-1.4540489,-1.9500638,-1.9759923,-2.269675,-1.9453756,-1.9124289,-1.7726142,-1.6634674,-1.6424582,-1.8874713,-1.7960312
-1.063338,-1.8086108,-2.505072,-2.5272741,-2.5989876,-2.0154977,-1.8373692,-1.6891063,-1.5442911,-1.5703199,-1.6255742,-1.5412772
-0.8666957,-0.7938714,0.04663325,0.3170698,-0.15563963,-0.8818565,-1.1468196,-1.243731,-0.9994852,-0.9391091,-1.2109041,-1.3926705
-1.8465462,-1.8205489,-2.6525745,-2.6963792,-2.4532573,-2.1995683,-1.7322855,-1.9117941,-1.6634674,-1.6244236,-1.6473991,-1.6898837
-0.32887048,0.06686628,0.98998094,1.3223983,0.9117874,-0.2916619,-0.6514252,-0.42257014,-0.36955345,-0.3800368,-0.5125121,-0.8407031
0.4476147,0.20176691,-0.8483803,-0.76689243,-0.87672067,-0.084217265,0.744686,0.94139206,1.1116376,1.2250417,1.2116432,0.90011704
0.12660025,0.05492817,0.51997375,0.32467952,0.43674448,0.28684568,0.23427977,0.17590305,0.039050993,0.124931745,0.054931443,-0.097670145
1.5854512,1.653441,1.5758232,1.3190162,1.0783362,1.3182254,1.2550923,1.2197517,1.2648642,1.2430763,1.2989422,1.5370024
-0.3944179,-0.36290565,-0.19503708,0.009298946,-0.15374704,-0.1864787,-0.035935313,-0.046784643,-0.046074927,-0.05541417,0.1204057,0.15708402
-0.08852983,-0.71149844,-0.45587438,-0.28409803,-0.15942484,-0.3968451,-0.47128183,-0.56174994,-0.5908808,-0.45217517,-0.5343368,-0.56471944
-0.31038272,-0.38439426,-0.2367044,-0.012684688,-0.0950764,-0.3851581,-0.39622208,-0.35298023,-0.5057549,-0.30789846,-0.5561616,-0.6496375
-1.1591382,-1.485088,-2.080899,-2.0301058,-2.2393935,-1.594765,-1.2218792,-1.215895,-1.0846112,-1.0473167,-1.4073267,-0.9680802
0.7114852,0.6709346,0.9108131,0.68064535,1.0575176,0.80399644,0.78972185,0.9274741,0.65195763,0.62990034,1.0806947,1.1124122
0.9030855,1.2654524,0.8574789,1.1034075,0.92692816,1.1458418,1.2100564,1.2615056,0.9584109,0.8463154,0.9933957,0.75151044
0.32828474,0.094323926,-0.03836804,-0.20208214,0.31561804,0.39202887,0.42943507,-0.01894868,0.34550428,0.26920846,0.2077047,0.4118382
0.9165311,1.2368009,1.103316,0.7415231,0.57679695,0.9237884,0.5945665,0.969228,0.6689828,0.774177,0.6441997,0.51798576
0.040884364,0.257876,0.4933067,0.35934603,0.52569675,0.21964532,0.18924391,0.32900083,0.39657983,0.21510468,0.4696017,0.87888753
0.8577064,0.74495095,1.1541501,0.9858796,1.0783362,0.85658807,0.6846382,0.7743762,0.8051843,0.8282808,0.884272,1.0062646
-0.94400805,-0.5801793,0.05496671,-0.08370873,0.0771503,-0.58968097,-0.9366522,-0.9514534,-0.86328375,-0.79483235,-0.35973883,-0.670867
0.34341106,0.257876,0.5966416,0.4244514,0.4537779,0.3774201,0.17423196,0.6491144,0.3114539,0.3954506,0.40412745,0.2844611
-0.8902255,-0.46199197,0.26830328,0.3069235,0.4272815,-0.3910016,-0.51631767,-0.49216005,-0.5568304,-0.63252103,-0.8835328,-0.7770146
-0.5456813,-0.82371664,-0.64254385,-0.4887149,-0.30894032,-0.55169815,-0.7565088,-0.56174994,-0.65898156,-0.61448646,-0.38156357,-0.37365383
0.17365997,0.20415454,0.25496975,0.081168525,0.24748439,0.25178462,0.38439924,0.13414912,0.090126544,0.034758788,-0.07601706,-0.28873578
-1.4162859,-1.882627,-2.6550744,-2.6617126,-2.6898324,-2.2404728,-1.897417,-1.7030244,-1.7315682,-1.5883545,-1.5382752,-1.6261952
0.1854249,0.2781708,0.73331034,0.53606063,0.557871,0.21672356,0.23427977,0.3429188,0.3284791,0.3593814,0.49142647,0.4542972
0.12996167,-0.054902438,0.31830403,0.04988412,0.12446532,0.23133235,0.17423196,0.3568368,0.2433532,0.28724307,0.4259522,0.47552675
0.6156851,0.4620177,0.3866384,0.22406213,0.39132208,0.7397178,0.77470994,0.48209864,0.44765538,0.44955438,0.9933957,1.0487236
0.6627448,0.731819,1.430821,1.157521,1.4190044,0.713422,0.17423196,0.56560653,0.48170575,0.6659695,0.884272,0.64536285
0.050968587,0.115812525,0.14246804,0.32045192,0.34589964,0.3598896,0.24929169,0.12023113,-0.063100114,-0.0013103951,-0.22879031,-0.30996528
-1.2263663,-1.5280652,-2.0958993,-2.03687,-1.9668589,-1.6794958,-1.4770824,-1.4664186,-1.4080896,-1.3719393,-1.4291515,-1.5625067
-0.30870202,-0.22084217,0.2399695,0.02959153,0.18692115,-0.31211418,-0.5613535,-0.8122736,-0.5398053,-0.7046594,-0.68711007,-0.9468507
-0.5137479,-0.33783564,-0.13920291,-0.3213011,-0.00801675,-0.5750722,-0.711473,-0.54783195,-0.607906,-0.61448646,-0.9490071,-0.9893097
-0.22298613,-0.2817265,-0.42254055,-0.30100852,-0.3013699,0.25178462,0.14420807,0.12023113,-0.3184779,-0.5603827,0.1204057,0.34814966
-0.2986178,-0.54914016,-1.1008841,-1.1262404,-1.2968781,-0.8204996,-0.36619818,-0.4504061,-0.420629,-0.3800368,-0.66528535,-0.7770146
1.5316687,1.3334997,0.9316467,0.617231,0.95720977,1.5169047,2.0657375,2.1383383,1.7075189,1.7841141,2.3247056,2.428642
-0.028024495,-0.23636171,-0.669211,-0.6383727,-0.76127195,0.24886288,0.4894829,0.18982103,0.090126544,0.23313928,0.09858094,0.22077256
0.50812006,0.8726887,1.016648,1.0704321,0.92314297,0.72803074,0.2793156,0.24549295,0.37955466,0.3954506,0.27317894,0.02970694
-0.6078673,-0.67807174,-0.3983735,-0.4143088,-0.059116982,-0.35301876,-0.2461026,-0.35298023,-0.420629,-0.28986385,-0.38156357,-0.35242432
0.5333306,0.18624736,-1.0225496,-0.89794874,-0.90889484,0.11738387,1.1349967,1.0666538,1.6394182,1.5316298,1.5608393,1.7068386
0.445934,0.44769195,0.42163894,0.28071228,0.5805822,0.66375214,0.5795546,0.7743762,0.5327813,0.4134852,0.31682846,0.4118382
0.08962478,0.1910226,0.38247168,0.20715165,0.39889246,0.24301936,0.29432753,0.106313154,0.14120209,-0.037379578,0.22952946,0.15708402
0.99384344,0.88223916,0.80081135,0.58848315,0.67899746,0.6608304,0.42943507,0.5099346,0.39657983,0.5938311,0.2950037,0.19954304
-0.7271973,-0.32470372,0.05496671,-0.0008473467,-0.15753224,-0.2916619,-0.32116234,-0.5756679,-0.48872972,-0.50627893,-0.73075956,-0.7345556
1.0056084,0.90014637,0.32163742,0.5411338,0.548408,1.1633724,1.1950444,1.1919158,1.060562,0.9905921,0.7314987,0.7090514
-0.63812,-0.4452786,-0.32670575,-0.15980592,-0.12346542,-0.30919242,-0.1560309,-0.33906224,-0.420629,-0.48824435,-0.22879031,-0.28873578
-0.40450215,-0.26262555,-0.47670802,-0.30608165,-0.34111455,0.24594112,0.18924391,0.03672324,-0.11417566,-0.19969091,-0.5561616,-0.6071785
1.8005812,1.7716283,1.0874825,0.7601246,1.4341452,1.8733588,1.900606,2.3888621,1.5372671,1.7480448,2.2592313,1.9828223
0.6257693,0.72465616,0.36080468,0.57410926,0.6184342,0.581943,0.4744709,0.6351964,0.60088205,0.68400407,0.53507596,0.39060867
0.5299692,0.71510565,0.6133085,0.46757317,0.5616562,1.0698762,0.6546143,0.8996381,0.44765538,0.3593814,0.70967394,0.83642846
-1.1961137,-1.7310131,-2.3667367,-2.397909,-2.36052,-2.073933,-1.5371302,-1.6195165,-1.8166941,-1.7687004,-1.6255742,-1.498818
-0.3759302,-0.106236316,-0.21170402,-0.32299215,-0.0023389473,0.026809445,0.20425586,0.23157497,0.3114539,0.46758896,0.033106692,-0.37365383
0.5299692,0.5742359,0.3541379,0.24350919,0.29101422,0.9383972,0.84976965,0.7743762,0.6179073,0.62990034,0.75332344,0.81519896
0.81905025,0.8404558,0.5099736,0.73644996,0.73009765,0.8536663,0.77470994,0.73262227,0.5838569,0.68400407,0.796973,0.83642846
-0.23643176,0.04537768,1.0558152,1.1930331,0.268303,-0.37347105,-0.8465805,-0.5895859,-0.420629,-0.47020978,-0.1851408,-0.20381773
0.7114852,0.8535877,0.6274754,0.4202238,0.296692,0.8916491,0.744686,0.6073605,0.6689828,0.5036581,0.6441997,0.47552675
-0.7271973,-0.310378,0.022466216,-0.010993639,-0.11210981,-0.17186993,-0.2160787,-0.43648812,-0.76113266,-0.7587632,-0.33791405,-0.41611287
-0.32718977,-0.4214024,0.12996784,0.09638796,0.10364672,-0.017016888,-0.110995054,-0.43648812,-0.420629,-0.36200222,-0.38156357,-0.39488333
2.8711896,2.4771705,1.9016614,2.1662316,2.0019255,2.1859868,2.3209405,2.5697958,2.5247278,2.6137052,2.717551,2.6621666
-0.23979317,-0.6661336,-1.5567244,-1.5811324,-1.5145272,-0.9139958,-0.51631767,-0.22771841,-0.080125295,-0.073448755,-0.2724398,-0.24627675
0.084582664,0.021501463,-0.12170264,-0.29170775,-0.13671362,0.34820256,0.5945665,0.217657,0.4306302,0.4134852,0.66602445,0.7090514
3.056067,2.436581,1.8749943,2.2397923,2.0454555,2.2473435,2.486072,2.6672218,2.5928285,2.487463,2.5866027,2.51356
-1.3843524,-1.4564365,-1.9175633,-1.8762205,-2.3150976,-2.047637,-1.5221182,-1.7726142,-1.714543,-1.7506658,-1.6910485,-1.5837362
0.57366747,1.1711414,1.1374832,1.2632116,0.8815057,0.86827505,0.39941117,0.5099346,0.6179073,0.5577619,0.4696017,0.2632316
-0.011217456,0.010757162,-0.23920442,-0.32637423,0.007124058,0.31021973,0.21926782,0.06455921,0.12417691,0.07082797,-0.11966656,0.050936457
-0.7036674,-0.10743012,0.87997925,1.1676673,0.68089,-0.6335073,-0.81655663,-0.8261916,-0.8973341,-0.9391091,-1.0144813,-1.0742278
1.0526681,1.0851871,0.7141434,0.43628877,1.0953697,1.2948514,1.7504865,1.706881,1.5883427,1.6218028,2.0846334,2.1101995
-0.5977831,-0.3008275,-0.01336766,0.1910867,0.32129583,-0.30627066,-0.20106675,-0.29730833,-0.21632677,-0.19969091,-0.11966656,-0.055211116
-0.938966,-0.48348057,0.17413518,0.45996347,0.24559179,-0.60428977,-0.80154467,-0.8261916,-0.86328375,-0.79483235,-1.036306,-1.1803753
-0.87509924,-0.6721027,-0.25420466,-0.07356244,-0.057224378,-0.39976686,-0.29113844,-0.39473417,-0.5398053,-0.54234815,-0.70893484,-0.585949
-0.92720103,-0.9383225,-0.5467091,-0.44559315,-0.23702149,-0.7386905,-0.83156854,-0.99320734,-1.1016364,-0.9932129,-1.0144813,-1.1803753
-0.54231983,-0.20771024,0.2108024,0.17586726,0.16420995,-0.43774968,-0.44125792,-0.7566017,-0.36955345,-0.45217517,-0.8835328,-0.7557851
-0.011217456,-0.0023747575,-0.0467015,-0.20208214,0.101754114,0.2926892,0.17423196,0.18982103,0.3625295,0.52169275,0.31682846,0.5604448
0.85938716,0.79031575,1.3999872,1.0450662,1.0915844,0.9267102,0.41442314,0.7047863,0.5838569,0.4134852,0.5132512,0.66659236
0.5955166,1.0243027,1.054982,1.1000254,0.8890762,0.8127617,0.69965017,0.24549295,0.54980654,0.5036581,0.70967394,0.66659236
-0.8767799,-0.8296857,-0.2750383,-0.11076552,-0.45088542,-1.0162573,-1.1918554,-1.243731,-1.0165104,-0.95714366,-0.9708318,-0.7557851
-1.301998,-1.7513078,-2.5425727,-2.5568676,-2.6103432,-2.0680892,-1.7172736,-1.897876,-1.6975179,-1.606389,-1.5819248,-1.5200475
-0.23138966,-0.29366463,-0.65004396,-0.67134815,-0.52658945,0.10277509,0.20425586,0.07847719,-0.01202456,-0.18165632,-0.11966656,-0.26750627
-0.4717303,-0.26501316,0.139968,-0.064261675,0.37996647,-0.2653661,-0.3361743,-0.24163638,-0.62493116,-0.5603827,-0.4906873,-0.54348993
1.3148578,1.1305518,0.6141419,0.8421405,0.54651535,1.5285918,1.915618,1.6372911,1.5372671,1.4414568,1.8445611,1.7705271
-1.4414964,-0.77835184,-0.17420344,-0.2350576,-0.87861323,-1.3756331,-1.3719988,-1.1323872,-1.2208127,-1.1735588,-1.3855021,-1.6261952
-0.6347586,-0.3318666,0.013299412,0.016908666,-0.40735558,-0.16894817,-0.126007,-0.32514426,-0.35252824,-0.14558713,-0.20696557,-0.033981603
-0.30365992,-0.3664871,-0.39670682,-0.2621144,-0.051546577,0.1612102,0.11418417,-0.074620605,-0.23335195,-0.30789846,-0.05419231,0.32692012
-1.5440193,-1.8742703,-2.6134071,-2.6287372,-2.3718755,-2.217099,-1.597178,-1.897876,-1.7485933,-1.6424582,-1.7783475,-1.6474247
1.1871244,0.9920698,1.1583169,0.90640026,1.2089257,0.9968323,0.8347577,1.0109819,1.0435369,1.0987997,1.408066,1.4945434
